user_id,product_id,timestamp,action
890,60,2026-02-18 12:11:53.657988,view
181,70,2026-02-18 12:13:53.657988,view
491,68,2026-02-18 12:14:53.657988,view
712,75,2026-02-18 12:14:53.657988,view
605,64,2026-02-18 12:17:53.657988,view
933,54,2026-02-18 12:17:53.657988,view
580,66,2026-02-18 12:21:53.657988,view
582,88,2026-02-18 12:25:53.657988,view
890,64,2026-02-18 12:29:53.657988,view
327,50,2026-02-18 12:30:53.657988,view
991,15,2026-02-18 12:33:53.657988,view
327,48,2026-02-18 12:45:53.657988,view
181,59,2026-02-18 12:50:53.657988,cart
582,83,2026-02-18 12:55:53.657988,cart
580,74,2026-02-18 13:02:53.657988,view
933,35,2026-02-18 13:03:53.657988,view
582,85,2026-02-18 13:10:53.657988,view
712,73,2026-02-18 13:11:53.657988,view
605,19,2026-02-18 13:11:53.657988,cart
491,73,2026-02-18 13:14:53.657988,view
326,13,2026-02-18 13:14:53.657988,view
477,33,2026-02-18 13:14:53.657988,cart
933,45,2026-02-18 13:21:53.657988,view
605,42,2026-02-18 13:23:53.657988,view
580,69,2026-02-18 13:24:53.657988,cart
326,4,2026-02-18 13:27:53.657988,view
991,47,2026-02-18 13:29:53.657988,cart
890,55,2026-02-18 13:29:53.657988,view
580,20,2026-02-18 13:33:53.657988,view
605,39,2026-02-18 13:34:53.657988,cart
991,69,2026-02-18 13:38:53.657988,purchase
327,73,2026-02-18 13:40:53.657988,view
491,34,2026-02-18 13:43:53.657988,view
582,71,2026-02-18 13:44:53.657988,view
477,36,2026-02-18 13:48:53.657988,view
890,56,2026-02-18 13:49:53.657988,view
712,68,2026-02-18 13:49:53.657988,view
327,52,2026-02-18 13:51:53.657988,view
991,21,2026-02-18 13:53:53.657988,view
491,72,2026-02-18 13:59:53.657988,cart
933,39,2026-02-18 14:03:53.657988,view
491,31,2026-02-18 14:11:53.657988,view
582,80,2026-02-18 14:12:53.657988,view
565,13,2026-02-18 14:14:53.657988,cart
605,45,2026-02-18 14:17:53.657988,view
580,20,2026-02-18 14:19:53.657988,view
326,89,2026-02-18 14:21:53.657988,cart
712,51,2026-02-18 14:23:53.657988,view
605,64,2026-02-18 14:23:53.657988,purchase
327,48,2026-02-18 14:23:53.657988,view
582,76,2026-02-18 14:25:53.657988,view
327,50,2026-02-18 14:26:53.657988,view
712,28,2026-02-18 14:26:53.657988,view
933,3,2026-02-18 14:27:53.657988,view
580,53,2026-02-18 14:31:53.657988,view
477,81,2026-02-18 14:35:53.657988,cart
491,35,2026-02-18 14:44:53.657988,view
712,68,2026-02-18 14:49:53.657988,view
477,37,2026-02-18 14:53:53.657988,view
326,4,2026-02-18 14:54:53.657988,view
582,82,2026-02-18 15:03:53.657988,view
580,67,2026-02-18 15:05:53.657988,view
327,10,2026-02-18 15:06:53.657988,purchase
565,15,2026-02-18 15:08:53.657988,view
327,12,2026-02-18 15:09:53.657988,cart
491,38,2026-02-18 15:11:53.657988,view
933,53,2026-02-18 15:13:53.657988,view
81,74,2026-02-18 15:14:53.657988,view
886,14,2026-02-18 15:14:53.657988,purchase
618,14,2026-02-18 15:14:53.657988,view
580,73,2026-02-18 15:21:53.657988,view
712,9,2026-02-18 15:24:53.657988,view
327,69,2026-02-18 15:27:53.657988,view
81,71,2026-02-18 15:29:53.657988,view
491,39,2026-02-18 15:31:53.657988,view
618,77,2026-02-18 15:33:53.657988,view
326,25,2026-02-18 15:38:53.657988,purchase
477,52,2026-02-18 15:43:53.657988,cart
580,63,2026-02-18 15:43:53.657988,view
712,3,2026-02-18 15:44:53.657988,view
712,1,2026-02-18 15:47:53.657988,view
81,64,2026-02-18 15:52:53.657988,cart
565,84,2026-02-18 15:53:53.657988,view
582,90,2026-02-18 15:54:53.657988,view
933,42,2026-02-18 15:56:53.657988,cart
326,2,2026-02-18 16:04:53.657988,cart
712,66,2026-02-18 16:08:53.657988,purchase
491,69,2026-02-18 16:08:53.657988,view
886,48,2026-02-18 16:09:53.657988,view
326,52,2026-02-18 16:13:53.657988,purchase
565,31,2026-02-18 16:15:53.657988,view
618,8,2026-02-18 16:15:53.657988,view
81,64,2026-02-18 16:16:53.657988,view
618,3,2026-02-18 16:17:53.657988,view
326,18,2026-02-18 16:24:53.657988,view
327,71,2026-02-18 16:25:53.657988,cart
565,3,2026-02-18 16:26:53.657988,view
81,62,2026-02-18 16:26:53.657988,cart
477,37,2026-02-18 16:31:53.657988,view
491,23,2026-02-18 16:34:53.657988,view
886,6,2026-02-18 16:37:53.657988,view
712,70,2026-02-18 16:43:53.657988,view
326,17,2026-02-18 16:44:53.657988,view
582,83,2026-02-18 16:48:53.657988,view
477,82,2026-02-18 16:50:53.657988,view
327,62,2026-02-18 16:50:53.657988,view
81,52,2026-02-18 16:56:53.657988,view
618,63,2026-02-18 16:57:53.657988,view
712,69,2026-02-18 17:00:53.657988,view
582,89,2026-02-18 17:02:53.657988,purchase
712,71,2026-02-18 17:04:53.657988,view
886,39,2026-02-18 17:05:53.657988,cart
491,35,2026-02-18 17:05:53.657988,view
491,35,2026-02-18 17:10:53.657988,view
81,62,2026-02-18 17:10:53.657988,view
618,54,2026-02-18 17:11:53.657988,view
477,90,2026-02-18 17:12:53.657988,purchase
712,3,2026-02-18 17:12:53.657988,view
662,31,2026-02-18 17:14:53.657988,view
85,24,2026-02-18 17:14:53.657988,view
565,64,2026-02-18 17:14:53.657988,view
326,31,2026-02-18 17:24:53.657988,view
662,35,2026-02-18 17:27:53.657988,cart
662,39,2026-02-18 17:35:53.657988,cart
326,14,2026-02-18 17:37:53.657988,view
327,67,2026-02-18 17:42:53.657988,view
85,55,2026-02-18 17:42:53.657988,view
477,44,2026-02-18 17:44:53.657988,purchase
85,23,2026-02-18 17:48:53.657988,view
712,64,2026-02-18 17:52:53.657988,view
618,14,2026-02-18 17:55:53.657988,view
886,14,2026-02-18 17:55:53.657988,view
565,63,2026-02-18 17:56:53.657988,view
886,3,2026-02-18 17:59:53.657988,view
477,43,2026-02-18 18:00:53.657988,cart
886,15,2026-02-18 18:01:53.657988,view
582,90,2026-02-18 18:02:53.657988,cart
477,78,2026-02-18 18:02:53.657988,purchase
618,11,2026-02-18 18:02:53.657988,view
491,40,2026-02-18 18:08:53.657988,purchase
712,45,2026-02-18 18:09:53.657988,view
661,17,2026-02-18 18:14:53.657988,view
506,25,2026-02-18 18:14:53.657988,view
491,68,2026-02-18 18:17:53.657988,view
886,50,2026-02-18 18:22:53.657988,view
582,79,2026-02-18 18:23:53.657988,cart
477,82,2026-02-18 18:24:53.657988,view
326,19,2026-02-18 18:24:53.657988,view
662,34,2026-02-18 18:25:53.657988,cart
886,53,2026-02-18 18:27:53.657988,view
712,12,2026-02-18 18:28:53.657988,view
327,60,2026-02-18 18:32:53.657988,purchase
582,81,2026-02-18 18:36:53.657988,view
886,51,2026-02-18 18:38:53.657988,purchase
477,7,2026-02-18 18:38:53.657988,view
477,34,2026-02-18 18:41:53.657988,view
477,89,2026-02-18 18:43:53.657988,view
326,5,2026-02-18 18:43:53.657988,view
85,52,2026-02-18 18:45:53.657988,view
477,79,2026-02-18 18:45:53.657988,view
326,20,2026-02-18 18:46:53.657988,view
886,4,2026-02-18 18:46:53.657988,purchase
662,32,2026-02-18 18:48:53.657988,view
85,64,2026-02-18 18:48:53.657988,view
618,53,2026-02-18 18:49:53.657988,view
565,73,2026-02-18 18:54:53.657988,purchase
712,2,2026-02-18 19:00:53.657988,view
506,86,2026-02-18 19:03:53.657988,view
491,45,2026-02-18 19:08:53.657988,view
506,21,2026-02-18 19:10:53.657988,view
477,81,2026-02-18 19:13:53.657988,cart
546,58,2026-02-18 19:14:53.657988,view
661,76,2026-02-18 19:14:53.657988,view
886,26,2026-02-18 19:16:53.657988,view
327,39,2026-02-18 19:18:53.657988,view
477,86,2026-02-18 19:19:53.657988,view
565,5,2026-02-18 19:22:53.657988,cart
582,82,2026-02-18 19:34:53.657988,view
326,24,2026-02-18 19:35:53.657988,cart
546,57,2026-02-18 19:35:53.657988,view
886,51,2026-02-18 19:39:53.657988,view
85,28,2026-02-18 19:40:53.657988,view
546,49,2026-02-18 19:43:53.657988,view
565,63,2026-02-18 19:43:53.657988,view
618,12,2026-02-18 19:45:53.657988,view
618,13,2026-02-18 19:48:53.657988,view
662,61,2026-02-18 19:48:53.657988,view
491,72,2026-02-18 19:51:53.657988,cart
85,26,2026-02-18 19:52:53.657988,view
712,10,2026-02-18 19:55:53.657988,purchase
326,10,2026-02-18 19:58:53.657988,view
565,6,2026-02-18 20:03:53.657988,view
477,51,2026-02-18 20:03:53.657988,view
886,52,2026-02-18 20:04:53.657988,view
326,9,2026-02-18 20:05:53.657988,view
506,81,2026-02-18 20:07:53.657988,view
661,27,2026-02-18 20:11:53.657988,view
491,39,2026-02-18 20:11:53.657988,view
331,46,2026-02-18 20:14:53.657988,view
327,90,2026-02-18 20:14:53.657988,cart
582,17,2026-02-18 20:18:53.657988,view
546,48,2026-02-18 20:26:53.657988,view
582,81,2026-02-18 20:26:53.657988,view
331,77,2026-02-18 20:30:53.657988,view
618,7,2026-02-18 20:30:53.657988,cart
662,71,2026-02-18 20:33:53.657988,purchase
582,88,2026-02-18 20:46:53.657988,view
326,25,2026-02-18 20:47:53.657988,cart
565,14,2026-02-18 20:47:53.657988,view
85,28,2026-02-18 20:51:53.657988,purchase
618,2,2026-02-18 20:52:53.657988,view
477,32,2026-02-18 20:55:53.657988,view
506,79,2026-02-18 20:57:53.657988,cart
565,10,2026-02-18 21:05:53.657988,view
327,69,2026-02-18 21:09:53.657988,view
661,74,2026-02-18 21:11:53.657988,purchase
582,79,2026-02-18 21:11:53.657988,view
825,14,2026-02-18 21:14:53.657988,cart
546,57,2026-02-18 21:17:53.657988,purchase
326,42,2026-02-18 21:18:53.657988,purchase
662,75,2026-02-18 21:20:53.657988,view
85,28,2026-02-18 21:21:53.657988,view
331,85,2026-02-18 21:26:53.657988,view
331,86,2026-02-18 21:28:53.657988,view
825,88,2026-02-18 21:28:53.657988,view
477,55,2026-02-18 21:31:53.657988,purchase
326,21,2026-02-18 21:33:53.657988,cart
618,14,2026-02-18 21:37:53.657988,view
565,13,2026-02-18 21:38:53.657988,view
85,21,2026-02-18 21:39:53.657988,view
546,58,2026-02-18 21:40:53.657988,view
582,84,2026-02-18 21:43:53.657988,cart
326,24,2026-02-18 21:45:53.657988,view
546,57,2026-02-18 21:52:53.657988,view
565,71,2026-02-18 21:52:53.657988,view
825,13,2026-02-18 21:52:53.657988,view
506,90,2026-02-18 21:53:53.657988,view
546,54,2026-02-18 22:00:53.657988,cart
661,69,2026-02-18 22:05:53.657988,purchase
956,43,2026-02-18 22:14:53.657988,cart
565,5,2026-02-18 22:14:53.657988,view
151,63,2026-02-18 22:14:53.657988,view
662,43,2026-02-18 22:16:53.657988,purchase
618,72,2026-02-18 22:16:53.657988,view
331,23,2026-02-18 22:20:53.657988,cart
825,84,2026-02-18 22:25:53.657988,view
326,52,2026-02-18 22:29:53.657988,view
85,58,2026-02-18 22:32:53.657988,view
662,62,2026-02-18 22:34:53.657988,cart
151,75,2026-02-18 22:38:53.657988,view
956,9,2026-02-18 22:38:53.657988,view
825,82,2026-02-18 22:38:53.657988,view
326,26,2026-02-18 22:40:53.657988,cart
546,33,2026-02-18 22:47:53.657988,cart
506,25,2026-02-18 22:48:53.657988,cart
506,28,2026-02-18 22:51:53.657988,view
331,48,2026-02-18 22:52:53.657988,view
661,26,2026-02-18 22:54:53.657988,view
618,60,2026-02-18 22:55:53.657988,view
546,60,2026-02-18 22:58:53.657988,cart
331,78,2026-02-18 23:06:53.657988,view
85,53,2026-02-18 23:06:53.657988,view
956,84,2026-02-18 23:10:53.657988,cart
825,62,2026-02-18 23:11:53.657988,view
86,29,2026-02-18 23:14:53.657988,purchase
662,34,2026-02-18 23:21:53.657988,view
151,43,2026-02-18 23:29:53.657988,view
326,22,2026-02-18 23:29:53.657988,cart
662,38,2026-02-18 23:33:53.657988,view
661,52,2026-02-18 23:35:53.657988,cart
506,78,2026-02-18 23:35:53.657988,cart
151,8,2026-02-18 23:40:53.657988,view
506,78,2026-02-18 23:40:53.657988,view
331,69,2026-02-18 23:42:53.657988,cart
618,10,2026-02-18 23:45:53.657988,purchase
661,23,2026-02-18 23:45:53.657988,view
151,66,2026-02-18 23:47:53.657988,purchase
546,48,2026-02-18 23:47:53.657988,view
662,44,2026-02-18 23:49:53.657988,cart
151,62,2026-02-18 23:51:53.657988,view
85,49,2026-02-18 23:51:53.657988,cart
546,53,2026-02-18 23:52:53.657988,view
86,19,2026-02-18 23:52:53.657988,cart
956,8,2026-02-18 23:57:53.657988,view
661,75,2026-02-19 00:03:53.657988,view
825,81,2026-02-19 00:06:53.657988,view
662,63,2026-02-19 00:09:53.657988,view
618,3,2026-02-19 00:09:53.657988,view
85,18,2026-02-19 00:10:53.657988,cart
409,29,2026-02-19 00:14:53.657988,view
85,72,2026-02-19 00:21:53.657988,purchase
956,80,2026-02-19 00:21:53.657988,view
546,50,2026-02-19 00:22:53.657988,view
825,79,2026-02-19 00:25:53.657988,cart
326,14,2026-02-19 00:26:53.657988,view
506,88,2026-02-19 00:28:53.657988,view
86,58,2026-02-19 00:30:53.657988,view
662,41,2026-02-19 00:30:53.657988,view
409,21,2026-02-19 00:32:53.657988,view
85,17,2026-02-19 00:35:53.657988,view
546,55,2026-02-19 00:39:53.657988,view
151,64,2026-02-19 00:45:53.657988,view
409,67,2026-02-19 00:56:53.657988,cart
956,83,2026-02-19 00:57:53.657988,view
662,44,2026-02-19 00:58:53.657988,cart
86,53,2026-02-19 01:00:53.657988,view
85,49,2026-02-19 01:01:53.657988,view
661,64,2026-02-19 01:01:53.657988,view
506,19,2026-02-19 01:01:53.657988,cart
326,3,2026-02-19 01:04:53.657988,view
618,7,2026-02-19 01:06:53.657988,view
383,88,2026-02-19 01:14:53.657988,view
151,29,2026-02-19 01:16:53.657988,view
662,66,2026-02-19 01:17:53.657988,cart
825,14,2026-02-19 01:18:53.657988,view
409,82,2026-02-19 01:22:53.657988,cart
956,82,2026-02-19 01:30:53.657988,cart
546,55,2026-02-19 01:32:53.657988,cart
618,7,2026-02-19 01:38:53.657988,view
661,63,2026-02-19 01:40:53.657988,purchase
86,19,2026-02-19 01:42:53.657988,cart
506,26,2026-02-19 01:46:53.657988,view
326,24,2026-02-19 01:48:53.657988,cart
409,22,2026-02-19 01:49:53.657988,cart
383,23,2026-02-19 01:52:53.657988,view
825,5,2026-02-19 01:54:53.657988,view
85,16,2026-02-19 01:57:53.657988,view
151,22,2026-02-19 01:59:53.657988,view
86,80,2026-02-19 02:03:53.657988,view
661,24,2026-02-19 02:07:53.657988,view
662,65,2026-02-19 02:09:53.657988,view
956,78,2026-02-19 02:12:53.657988,cart
618,7,2026-02-19 02:13:53.657988,view
79,57,2026-02-19 02:14:53.657988,view
561,76,2026-02-19 02:14:53.657988,cart
297,15,2026-02-19 02:14:53.657988,purchase
618,14,2026-02-19 02:19:53.657988,view
661,63,2026-02-19 02:19:53.657988,cart
383,26,2026-02-19 02:21:53.657988,cart
956,88,2026-02-19 02:22:53.657988,view
506,17,2026-02-19 02:27:53.657988,view
956,77,2026-02-19 02:27:53.657988,view
86,51,2026-02-19 02:29:53.657988,view
383,82,2026-02-19 02:29:53.657988,view
151,24,2026-02-19 02:30:53.657988,view
618,13,2026-02-19 02:33:53.657988,view
85,18,2026-02-19 02:41:53.657988,view
561,78,2026-02-19 02:46:53.657988,purchase
326,14,2026-02-19 02:46:53.657988,view
383,87,2026-02-19 02:47:53.657988,purchase
661,64,2026-02-19 02:50:53.657988,view
297,12,2026-02-19 02:52:53.657988,cart
79,26,2026-02-19 02:53:53.657988,view
662,36,2026-02-19 02:54:53.657988,view
662,9,2026-02-19 02:56:53.657988,view
506,26,2026-02-19 02:59:53.657988,view
326,23,2026-02-19 03:09:53.657988,purchase
383,30,2026-02-19 03:10:53.657988,view
86,58,2026-02-19 03:12:53.657988,view
922,27,2026-02-19 03:14:53.657988,view
297,26,2026-02-19 03:14:53.657988,view
956,82,2026-02-19 03:15:53.657988,view
506,19,2026-02-19 03:17:53.657988,cart
151,62,2026-02-19 03:22:53.657988,view
561,54,2026-02-19 03:26:53.657988,view
86,56,2026-02-19 03:30:53.657988,view
662,45,2026-02-19 03:35:53.657988,purchase
85,21,2026-02-19 03:36:53.657988,view
661,23,2026-02-19 03:40:53.657988,cart
506,87,2026-02-19 03:46:53.657988,view
922,53,2026-02-19 03:47:53.657988,view
561,55,2026-02-19 03:51:53.657988,view
297,15,2026-02-19 03:51:53.657988,view
79,57,2026-02-19 03:51:53.657988,view
151,71,2026-02-19 03:57:53.657988,view
85,56,2026-02-19 04:01:53.657988,cart
956,77,2026-02-19 04:05:53.657988,view
506,89,2026-02-19 04:08:53.657988,cart
544,8,2026-02-19 04:14:53.657988,view
86,52,2026-02-19 04:19:53.657988,view
661,19,2026-02-19 04:32:53.657988,view
79,47,2026-02-19 04:33:53.657988,view
297,2,2026-02-19 04:36:53.657988,view
922,13,2026-02-19 04:36:53.657988,view
956,90,2026-02-19 04:37:53.657988,cart
79,58,2026-02-19 04:38:53.657988,view
151,10,2026-02-19 04:40:53.657988,view
544,49,2026-02-19 04:42:53.657988,view
561,81,2026-02-19 04:45:53.657988,purchase
85,53,2026-02-19 04:54:53.657988,view
85,29,2026-02-19 04:57:53.657988,cart
86,16,2026-02-19 05:05:53.657988,view
79,18,2026-02-19 05:08:53.657988,view
544,56,2026-02-19 05:10:53.657988,cart
657,89,2026-02-19 05:14:53.657988,view
795,67,2026-02-19 05:14:53.657988,cart
151,4,2026-02-19 05:14:53.657988,view
17,39,2026-02-19 05:14:53.657988,view
760,68,2026-02-19 05:14:53.657988,view
661,62,2026-02-19 05:15:53.657988,view
561,53,2026-02-19 05:16:53.657988,view
86,51,2026-02-19 05:20:53.657988,purchase
79,21,2026-02-19 05:21:53.657988,cart
922,34,2026-02-19 05:21:53.657988,view
297,4,2026-02-19 05:23:53.657988,view
661,34,2026-02-19 05:24:53.657988,view
86,59,2026-02-19 05:28:53.657988,view
795,62,2026-02-19 05:32:53.657988,purchase
956,6,2026-02-19 05:37:53.657988,cart
956,4,2026-02-19 05:39:53.657988,view
657,22,2026-02-19 05:42:53.657988,view
86,23,2026-02-19 05:43:53.657988,view
795,44,2026-02-19 05:46:53.657988,cart
79,24,2026-02-19 05:52:53.657988,view
657,88,2026-02-19 05:53:53.657988,view
661,65,2026-02-19 05:58:53.657988,view
544,54,2026-02-19 06:00:53.657988,view
297,3,2026-02-19 06:01:53.657988,view
17,77,2026-02-19 06:04:53.657988,cart
922,46,2026-02-19 06:04:53.657988,view
151,30,2026-02-19 06:07:53.657988,purchase
760,13,2026-02-19 06:09:53.657988,purchase
86,52,2026-02-19 06:10:53.657988,view
922,49,2026-02-19 06:12:53.657988,cart
561,55,2026-02-19 06:12:53.657988,view
661,28,2026-02-19 06:13:53.657988,purchase
355,59,2026-02-19 06:14:53.657988,view
956,16,2026-02-19 06:14:53.657988,cart
188,35,2026-02-19 06:14:53.657988,view
657,90,2026-02-19 06:18:53.657988,view
795,32,2026-02-19 06:19:53.657988,view
188,28,2026-02-19 06:25:53.657988,view
297,14,2026-02-19 06:31:53.657988,view
795,65,2026-02-19 06:31:53.657988,view
17,30,2026-02-19 06:32:53.657988,view
760,3,2026-02-19 06:35:53.657988,view
922,10,2026-02-19 06:35:53.657988,view
17,22,2026-02-19 06:43:53.657988,view
956,76,2026-02-19 06:45:53.657988,purchase
561,59,2026-02-19 06:45:53.657988,view
79,57,2026-02-19 06:47:53.657988,cart
661,20,2026-02-19 06:47:53.657988,view
17,79,2026-02-19 06:47:53.657988,view
561,54,2026-02-19 06:50:53.657988,view
86,19,2026-02-19 06:52:53.657988,purchase
922,55,2026-02-19 06:52:53.657988,view
544,51,2026-02-19 06:53:53.657988,view
795,32,2026-02-19 06:57:53.657988,view
355,48,2026-02-19 06:58:53.657988,view
922,14,2026-02-19 07:05:53.657988,view
188,28,2026-02-19 07:05:53.657988,view
151,66,2026-02-19 07:06:53.657988,view
657,76,2026-02-19 07:06:53.657988,cart
297,5,2026-02-19 07:10:53.657988,view
760,78,2026-02-19 07:11:53.657988,view
151,18,2026-02-19 07:13:53.657988,view
415,29,2026-02-19 07:14:53.657988,view
789,37,2026-02-19 07:14:53.657988,view
114,63,2026-02-19 07:14:53.657988,view
79,53,2026-02-19 07:16:53.657988,view
956,68,2026-02-19 07:16:53.657988,view
661,66,2026-02-19 07:20:53.657988,view
297,13,2026-02-19 07:26:53.657988,view
922,1,2026-02-19 07:27:53.657988,view
355,7,2026-02-19 07:34:53.657988,view
795,68,2026-02-19 07:37:53.657988,purchase
114,71,2026-02-19 07:38:53.657988,purchase
657,26,2026-02-19 07:40:53.657988,view
355,56,2026-02-19 07:41:53.657988,view
86,48,2026-02-19 07:45:53.657988,view
561,86,2026-02-19 07:45:53.657988,view
760,6,2026-02-19 07:46:53.657988,view
544,90,2026-02-19 07:48:53.657988,view
561,58,2026-02-19 07:48:53.657988,view
151,69,2026-02-19 07:52:53.657988,view
79,58,2026-02-19 07:54:53.657988,view
188,19,2026-02-19 07:55:53.657988,view
355,59,2026-02-19 07:56:53.657988,view
151,26,2026-02-19 07:56:53.657988,view
795,63,2026-02-19 07:57:53.657988,view
544,60,2026-02-19 07:58:53.657988,purchase
922,49,2026-02-19 08:01:53.657988,view
151,61,2026-02-19 08:05:53.657988,purchase
789,70,2026-02-19 08:05:53.657988,view
114,68,2026-02-19 08:06:53.657988,view
956,6,2026-02-19 08:07:53.657988,view
795,39,2026-02-19 08:07:53.657988,cart
415,44,2026-02-19 08:08:53.657988,view
297,77,2026-02-19 08:12:53.657988,view
968,68,2026-02-19 08:14:53.657988,view
531,87,2026-02-19 08:14:53.657988,view
110,48,2026-02-19 08:14:53.657988,view
114,67,2026-02-19 08:17:53.657988,cart
661,51,2026-02-19 08:18:53.657988,view
86,25,2026-02-19 08:27:53.657988,cart
956,79,2026-02-19 08:33:53.657988,view
795,40,2026-02-19 08:34:53.657988,view
355,31,2026-02-19 08:36:53.657988,view
795,14,2026-02-19 08:37:53.657988,view
297,88,2026-02-19 08:37:53.657988,view
